month,region,depth_strata,family,mean_biom,total_biom
May,Fairport,Middle,Diaptomidae,0.514103606,3.084621636
May,Fairport,Middle,Leptodoridae,0.019720238,0.019720238
May,Fairport,Middle,Unidentified Calanoids,2.08043592,4.16087184
May,Fairport,Middle,Unidentified Cyclopoids,7.965235919,15.93047184
May,Fairport,Shallow,Bosminidae,1.114443824,2.228887649
May,Fairport,Shallow,Cyclopoidae,0.365115771,0.730231542
May,Fairport,Shallow,Daphnidae,0.126932183,0.50772873
May,Fairport,Shallow,Diaptomidae,0.324882548,1.624412739
May,Fairport,Shallow,Unidentified Calanoids,0.670866788,1.341733576
May,Fairport,Shallow,Unidentified Cyclopoids,2.397591541,4.795183081
May,Lorain,Deep,Bosminidae,0.440011837,1.760047346
May,Lorain,Deep,Cyclopoidae,8.722644987,34.89057995
May,Lorain,Deep,Daphnidae,0.689357519,2.757430078
May,Lorain,Deep,Diaptomidae,5.649453007,22.59781203
May,Lorain,Deep,Unidentified Cyclopoids,5.993947433,11.98789487
May,Lorain,Middle,Bosminidae,0.620408958,1.861226874
May,Lorain,Middle,Cyclopoidae,5.475468702,21.90187481
May,Lorain,Middle,Daphnidae,0.146228392,0.438685176
May,Lorain,Middle,Diaptomidae,3.978647503,19.89323751
May,Lorain,Middle,Unidentified Calanoids,0.016047361,0.016047361
May,Lorain,Middle,Unidentified Cyclopoids,5.38706056,10.77412112
May,Lorain,Shallow,Bosminidae,0.518959106,2.075836423
May,Lorain,Shallow,Cyclopoidae,3.06813522,15.3406761
May,Lorain,Shallow,Daphnidae,0.143471581,0.430414744
May,Lorain,Shallow,Diaptomidae,2.717275463,10.86910185
May,Lorain,Shallow,Unidentified Cyclopoids,3.263678836,6.527357671
May,Maumee,Deep,Bosminidae,0.275444556,0.826333667
May,Maumee,Deep,Centropagidae,0.184455307,0.184455307
May,Maumee,Deep,Cyclopoidae,0.017748396,0.124238769
May,Maumee,Deep,Daphnidae,0.35092466,0.701849319
May,Maumee,Deep,Diaptomidae,0.209340706,1.046703532
May,Maumee,Deep,Unidentified Calanoids,1.387821081,2.775642161
May,Maumee,Deep,Unidentified Cyclopoids,0.48038497,0.960769939
May,Maumee,Middle,Bosminidae,1.03990819,2.079816381
May,Maumee,Middle,Centropagidae,0.218283034,0.218283034
May,Maumee,Middle,Cyclopoidae,0.075687145,0.454122873
May,Maumee,Middle,Daphnidae,0.227103776,0.908415106
May,Maumee,Middle,Diaptomidae,0.116571427,0.582857135
May,Maumee,Middle,Leptodoridae,0.04629513,0.092590259
May,Maumee,Middle,Sididae,0.253164235,0.506328471
May,Maumee,Middle,Temoridae,0.054531535,0.218126139
May,Maumee,Middle,Unidentified Calanoids,0.373403583,0.746807167
May,Maumee,Middle,Unidentified Cyclopoids,0.994383486,1.988766972
May,Maumee,Shallow,Bosminidae,0.951150698,3.804602791
May,Maumee,Shallow,Cyclopoidae,0.186455773,1.305190409
May,Maumee,Shallow,Daphnidae,0.183994498,0.735977993
May,Maumee,Shallow,Diaptomidae,0.114719835,0.458879338
May,Maumee,Shallow,Leptodoridae,0.001460329,0.001460329
May,Maumee,Shallow,Sididae,0.150905147,0.301810295
May,Maumee,Shallow,Unidentified Calanoids,0.5721155,1.144231
May,Maumee,Shallow,Unidentified Cyclopoids,1.487157456,2.974314912
October,Detroit,Deep,Bosminidae,0.125684861,0.502739443
October,Detroit,Deep,Chydoridae,0.00182039,0.00182039
October,Detroit,Deep,Cyclopoidae,0.002601898,0.005203796
October,Detroit,Deep,Daphnidae,0.000336474,0.000672949
October,Detroit,Deep,Diaptomidae,0.018720294,0.037440588
October,Detroit,Deep,Leptodoridae,0.013431677,0.013431677
October,Detroit,Deep,Temoridae,0.027841908,0.055683816
October,Detroit,Deep,Unidentified Calanoids,0.292007485,0.58401497
October,Detroit,Deep,Unidentified Cyclopoids,0.009049085,0.018098169
October,Detroit,Middle,Bosminidae,0.130295423,0.521181691
October,Detroit,Middle,Daphnidae,0.000500696,0.001001392
October,Detroit,Middle,Diaptomidae,0.008358622,0.016717244
October,Detroit,Middle,Unidentified Calanoids,0.191224467,0.382448933
October,Detroit,Middle,Unidentified Cyclopoids,0.013869416,0.027738832
October,Detroit,Shallow,Bosminidae,0.010109742,0.020219484
October,Detroit,Shallow,Daphnidae,0.000323355,0.000646709
October,Detroit,Shallow,Diaptomidae,0.08880422,0.08880422
October,Detroit,Shallow,Unidentified Calanoids,0.208507967,0.417015934
October,Detroit,Shallow,Unidentified Cyclopoids,0.011941005,0.023882009
October,Erie,Deep,Bosminidae,0.035744765,0.035744765
October,Erie,Deep,Cercopagididae,0.250960988,1.003843953
October,Erie,Deep,Cyclopoidae,0.943657559,2.830972676
October,Erie,Deep,Daphnidae,2.950259178,2.950259178
October,Erie,Deep,Diaptomidae,1.956870756,3.913741512
October,Erie,Deep,Unidentified Calanoids,6.747775118,13.49555024
October,Erie,Deep,Unidentified Cyclopoids,2.317262669,4.634525338
October,Erie,Middle,Cercopagididae,0.866314643,3.465258573
October,Erie,Middle,Cyclopoidae,0.530840513,1.59252154
October,Erie,Middle,Daphnidae,0.565279382,0.565279382
October,Erie,Middle,Diaptomidae,0.830378561,2.491135682
October,Erie,Middle,Unidentified Calanoids,8.792997515,17.58599503
October,Erie,Middle,Unidentified Cyclopoids,1.369304126,2.738608253
October,Erie,Shallow,Bosminidae,0.189456639,0.378913279
October,Erie,Shallow,Cercopagididae,0.341592009,1.366368036
October,Erie,Shallow,Cyclopoidae,0.191797169,0.383594339
October,Erie,Shallow,Daphnidae,1.340526972,2.681053944
October,Erie,Shallow,Diaptomidae,0.977730971,3.910923882
October,Erie,Shallow,Unidentified Calanoids,9.934074997,19.86814999
October,Erie,Shallow,Unidentified Cyclopoids,1.732500487,3.465000974
October,Fairport,Deep,Cercopagididae,1.659161684,6.636646738
October,Fairport,Deep,Cyclopoidae,0.310172139,1.550860694
October,Fairport,Deep,Diaptomidae,2.122496847,4.244993694
October,Fairport,Deep,Unidentified Calanoids,10.18472399,20.36944798
October,Fairport,Deep,Unidentified Cyclopoids,4.251132491,8.502264983
October,Fairport,Middle,Cercopagididae,0.608693415,1.21738683
October,Fairport,Middle,Cyclopoidae,0.486944844,0.973889687
October,Fairport,Middle,Daphnidae,3.380810334,3.380810334
October,Fairport,Middle,Diaptomidae,2.35292979,2.35292979
October,Fairport,Middle,Unidentified Calanoids,17.25037787,17.25037787
October,Fairport,Middle,Unidentified Cyclopoids,3.649934665,3.649934665
October,Fairport,Shallow,Bosminidae,0.093387686,0.093387686
October,Fairport,Shallow,Cercopagididae,0.603185558,2.412742232
October,Fairport,Shallow,Cyclopoidae,0.670702819,4.024216912
October,Fairport,Shallow,Daphnidae,9.584133827,19.16826765
October,Fairport,Shallow,Diaptomidae,2.64796331,7.943889931
October,Fairport,Shallow,Unidentified Calanoids,11.29658596,22.59317191
October,Fairport,Shallow,Unidentified Cyclopoids,7.63365197,15.26730394
October,Lorain,Deep,Cercopagididae,2.457651056,9.830604222
October,Lorain,Deep,Cyclopoidae,0.416473491,1.665893963
October,Lorain,Deep,Daphnidae,11.2574409,22.5148818
October,Lorain,Deep,Diaptomidae,1.882718711,3.765437421
October,Lorain,Deep,Unidentified Calanoids,22.63183204,45.26366407
October,Lorain,Deep,Unidentified Cyclopoids,5.314472926,10.62894585
October,Lorain,Middle,Cercopagididae,1.084344609,4.337378435
October,Lorain,Middle,Cyclopoidae,0.564943331,2.259773326
October,Lorain,Middle,Daphnidae,8.73909885,17.4781977
October,Lorain,Middle,Diaptomidae,6.663570798,13.3271416
October,Lorain,Middle,Unidentified Calanoids,14.34962954,28.69925909
October,Lorain,Middle,Unidentified Cyclopoids,7.462855663,14.92571133
October,Lorain,Shallow,Cercopagididae,0.860393456,1.720786912
October,Lorain,Shallow,Cyclopoidae,0.230026711,0.230026711
October,Lorain,Shallow,Daphnidae,2.506096476,2.506096476
October,Lorain,Shallow,Diaptomidae,3.078291852,3.078291852
October,Lorain,Shallow,Leptodoridae,0.002240677,0.002240677
October,Lorain,Shallow,Unidentified Calanoids,7.23336367,7.23336367
October,Lorain,Shallow,Unidentified Cyclopoids,1.209046509,1.209046509
October,Maumee,Deep,Bosminidae,0.291283358,1.16513343
October,Maumee,Deep,Cercopagididae,0.016665684,0.016665684
October,Maumee,Deep,Daphnidae,0.103963497,0.623780985
October,Maumee,Deep,Diaptomidae,0.091553199,0.366212797
October,Maumee,Deep,Leptodoridae,0.045905708,0.091811415
October,Maumee,Deep,Temoridae,0.309895251,1.239581002
October,Maumee,Deep,Unidentified Calanoids,0.4417704,0.883540801
October,Maumee,Deep,Unidentified Cyclopoids,0.156005707,0.312011415
October,Maumee,Middle,Bosminidae,0.157223667,0.314447334
October,Maumee,Middle,Daphnidae,0.119109942,0.357329826
October,Maumee,Middle,Diaptomidae,0.159104143,0.159104143
October,Maumee,Middle,Leptodoridae,0.102017852,0.102017852
October,Maumee,Middle,Sididae,0.285260552,0.285260552
October,Maumee,Middle,Temoridae,0.367385119,0.734770238
October,Maumee,Middle,Unidentified Calanoids,1.700228804,1.700228804
October,Maumee,Middle,Unidentified Cyclopoids,0.290460747,0.290460747
October,Maumee,Shallow,Bosminidae,1.071521045,4.28608418
October,Maumee,Shallow,Cercopagididae,0.01815492,0.01815492
October,Maumee,Shallow,Daphnidae,0.509002605,1.01800521
October,Maumee,Shallow,Diaptomidae,2.068437107,2.068437107
October,Maumee,Shallow,Leptodoridae,1.45323252,2.90646504
October,Maumee,Shallow,Temoridae,5.400766472,21.60306589
October,Maumee,Shallow,Unidentified Calanoids,7.866413362,15.73282672
October,Maumee,Shallow,Unidentified Cyclopoids,1.347401728,2.694803456
September,Detroit,Deep,Bosminidae,1.012086516,4.048346065
September,Detroit,Deep,Cyclopoidae,0.379987504,0.759975009
September,Detroit,Deep,Daphnidae,1.704694482,6.818777929
September,Detroit,Deep,Diaptomidae,1.851802166,7.407208664
September,Detroit,Deep,Leptodoridae,0.305343896,0.610687792
September,Detroit,Deep,Sididae,1.411957468,2.823914935
September,Detroit,Deep,Unidentified Calanoids,4.310332979,8.620665958
September,Detroit,Deep,Unidentified Cyclopoids,1.314245744,2.628491488
September,Detroit,Middle,Bosminidae,0.707154266,2.828617064
September,Detroit,Middle,Cyclopoidae,0.05479074,0.109581481
September,Detroit,Middle,Daphnidae,0.011377278,0.068263666
September,Detroit,Middle,Diaptomidae,0.171960386,0.687841542
September,Detroit,Middle,Holopedidae,0.005201115,0.005201115
September,Detroit,Middle,Leptodoridae,0.089672385,0.17934477
September,Detroit,Middle,Sididae,0.041687585,0.08337517
September,Detroit,Middle,Unidentified Calanoids,0.650757088,1.301514176
September,Detroit,Middle,Unidentified Cyclopoids,0.162261705,0.32452341
September,Detroit,Shallow,Bosminidae,1.136748344,2.273496688
September,Detroit,Shallow,Cyclopoidae,0.017333012,0.034666023
September,Detroit,Shallow,Leptodoridae,0.007649143,0.015298287
September,Detroit,Shallow,Sididae,0.045000182,0.045000182
September,Detroit,Shallow,Unidentified Calanoids,1.417808045,2.83561609
September,Detroit,Shallow,Unidentified Cyclopoids,0.153650226,0.307300452
September,Dunkirk,Deep,Bosminidae,0.438318574,0.438318574
September,Dunkirk,Deep,Cercopagididae,0.566670383,1.133340766
September,Dunkirk,Deep,Daphnidae,0.061853175,0.061853175
September,Dunkirk,Deep,Diaptomidae,0.117333151,0.117333151
September,Dunkirk,Deep,Unidentified Calanoids,3.81422499,3.81422499
September,Dunkirk,Deep,Unidentified Cyclopoids,0.113051984,0.113051984
September,Dunkirk,Middle,Bosminidae,0.455236664,0.455236664
September,Dunkirk,Middle,Cercopagididae,0.098381634,0.196763269
September,Dunkirk,Middle,Daphnidae,0.09591227,0.09591227
September,Dunkirk,Middle,Diaptomidae,0.327902985,0.327902985
September,Dunkirk,Middle,Unidentified Calanoids,5.201692787,5.201692787
September,Dunkirk,Middle,Unidentified Cyclopoids,0.343498723,0.343498723
September,Dunkirk,Shallow,Bosminidae,0.216262991,0.216262991
September,Dunkirk,Shallow,Cercopagididae,0.021671131,0.021671131
September,Dunkirk,Shallow,Daphnidae,0.568672272,0.568672272
September,Dunkirk,Shallow,Diaptomidae,3.384220774,3.384220774
September,Dunkirk,Shallow,Leptodoridae,0.042210066,0.042210066
September,Dunkirk,Shallow,Unidentified Calanoids,4.077309551,4.077309551
September,Dunkirk,Shallow,Unidentified Cyclopoids,0.184279632,0.184279632
September,Erie,Deep,Bosminidae,0.198192574,0.396385148
September,Erie,Deep,Cercopagididae,0.775518809,3.102075236
September,Erie,Deep,Daphnidae,0.144626479,0.289252958
September,Erie,Deep,Diaptomidae,4.146652969,8.293305937
September,Erie,Deep,Unidentified Calanoids,3.128379286,6.256758572
September,Erie,Deep,Unidentified Cyclopoids,0.185716416,0.371432832
September,Erie,Middle,Cercopagididae,0.643616765,2.574467061
September,Erie,Middle,Daphnidae,0.465976324,0.931952648
September,Erie,Middle,Diaptomidae,2.830560567,8.491681702
September,Erie,Middle,Unidentified Calanoids,4.136977927,8.273955854
September,Erie,Middle,Unidentified Cyclopoids,0.514812221,1.029624441
September,Erie,Shallow,Cercopagididae,0.03893021,0.11679063
September,Erie,Shallow,Daphnidae,9.512105719,19.02421144
September,Erie,Shallow,Diaptomidae,9.459855527,28.37956658
September,Erie,Shallow,Leptodoridae,0.060217837,0.120435674
September,Erie,Shallow,Unidentified Calanoids,16.11067439,32.22134878
September,Erie,Shallow,Unidentified Cyclopoids,0.853215785,1.70643157
September,Fairport,Deep,Bosminidae,1.566456981,3.132913961
September,Fairport,Deep,Cercopagididae,0.960581781,3.842327125
September,Fairport,Deep,Daphnidae,3.817808489,7.635616978
September,Fairport,Deep,Diaptomidae,14.10570293,28.21140586
September,Fairport,Deep,Unidentified Calanoids,15.00470405,30.00940811
September,Fairport,Deep,Unidentified Cyclopoids,1.833522041,3.667044081
September,Fairport,Middle,Cercopagididae,0.613874194,2.455496777
September,Fairport,Middle,Daphnidae,1.610448786,3.220897571
September,Fairport,Middle,Diaptomidae,3.143860328,9.431580983
September,Fairport,Middle,Leptodoridae,0.001103051,0.001103051
September,Fairport,Middle,Unidentified Calanoids,3.673861077,7.347722153
September,Fairport,Middle,Unidentified Cyclopoids,0.492351169,0.984702337
September,Fairport,Shallow,Bosminidae,1.556149799,1.556149799
September,Fairport,Shallow,Cercopagididae,0.044712955,0.178851819
September,Fairport,Shallow,Cyclopoidae,0.046119225,0.046119225
September,Fairport,Shallow,Daphnidae,2.027934338,4.055868676
September,Fairport,Shallow,Diaptomidae,6.26197431,12.52394862
September,Fairport,Shallow,Leptodoridae,0.047477656,0.094955312
September,Fairport,Shallow,Unidentified Calanoids,10.26939407,20.53878813
September,Fairport,Shallow,Unidentified Cyclopoids,0.682742069,1.365484137
September,Lorain,Deep,Cercopagididae,0.632326917,2.529307667
September,Lorain,Deep,Cyclopoidae,0.040851383,0.081702766
September,Lorain,Deep,Daphnidae,2.305470492,4.610940984
September,Lorain,Deep,Diaptomidae,7.555621972,15.11124394
September,Lorain,Deep,Unidentified Calanoids,6.834023626,13.66804725
September,Lorain,Deep,Unidentified Cyclopoids,1.912128208,3.824256417
September,Lorain,Middle,Cercopagididae,0.384712247,1.538848987
September,Lorain,Middle,Daphnidae,15.86337825,31.72675649
September,Lorain,Middle,Diaptomidae,11.89197591,35.67592774
September,Lorain,Middle,Leptodoridae,0.049031202,0.098062404
September,Lorain,Middle,Unidentified Calanoids,14.22660293,28.45320586
September,Lorain,Middle,Unidentified Cyclopoids,1.643473825,3.28694765
September,Lorain,Shallow,Bosminidae,0.533833225,1.06766645
September,Lorain,Shallow,Cercopagididae,1.71237547,6.84950188
September,Lorain,Shallow,Daphnidae,19.16025726,38.32051451
September,Lorain,Shallow,Diaptomidae,22.63014466,45.26028931
September,Lorain,Shallow,Leptodoridae,0.176768553,0.353537107
September,Lorain,Shallow,Unidentified Calanoids,29.41032212,58.82064424
September,Lorain,Shallow,Unidentified Cyclopoids,2.766550379,5.533100758
September,Maumee,Deep,Bosminidae,7.886784756,23.66035427
September,Maumee,Deep,Cyclopoidae,1.443826288,2.887652575
September,Maumee,Deep,Daphnidae,9.1760147,45.8800735
September,Maumee,Deep,Diaptomidae,3.468966226,6.937932452
September,Maumee,Deep,Holopedidae,0.031254461,0.031254461
September,Maumee,Deep,Leptodoridae,2.596996516,5.193993031
September,Maumee,Deep,Sididae,37.7371286,75.4742572
September,Maumee,Deep,Unidentified Calanoids,21.50352252,43.00704505
September,Maumee,Deep,Unidentified Cyclopoids,5.707748584,11.41549717
September,Maumee,Middle,Bosminidae,19.95555616,39.91111233
September,Maumee,Middle,Cyclopoidae,4.329212809,8.658425619
September,Maumee,Middle,Daphnidae,4.253299458,17.01319783
September,Maumee,Middle,Diaptomidae,24.11214523,48.22429045
September,Maumee,Middle,Leptodoridae,0.493696921,0.987393842
September,Maumee,Middle,Sididae,24.85900277,49.71800554
September,Maumee,Middle,Unidentified Calanoids,4.920177447,9.840354894
September,Maumee,Middle,Unidentified Cyclopoids,3.91538799,7.83077598
September,Maumee,Shallow,Bosminidae,14.9631936,59.8527744
September,Maumee,Shallow,Cyclopoidae,2.994653253,5.989306505
September,Maumee,Shallow,Daphnidae,3.208302322,19.24981393
September,Maumee,Shallow,Diaptomidae,12.88215425,25.7643085
September,Maumee,Shallow,Leptodoridae,1.18615372,2.372307439
September,Maumee,Shallow,Sididae,20.02317955,40.0463591
September,Maumee,Shallow,Unidentified Calanoids,11.42410759,22.84821518
September,Maumee,Shallow,Unidentified Cyclopoids,4.150391562,8.300783124
